# z [mm] 	 bx [T] 	 by [T]
-9.92746e-01	0.00000e+00	-6.96586e-04
-9.92696e-01	0.00000e+00	-6.96156e-04
-9.92646e-01	0.00000e+00	-6.95726e-04
-9.92596e-01	0.00000e+00	-6.95296e-04
-9.92546e-01	0.00000e+00	-6.94867e-04
-9.92496e-01	0.00000e+00	-6.94438e-04
-9.92446e-01	0.00000e+00	-6.94010e-04
-9.92396e-01	0.00000e+00	-6.93581e-04
-9.92346e-01	0.00000e+00	-6.93154e-04
-9.92296e-01	0.00000e+00	-6.92726e-04
-9.92246e-01	0.00000e+00	-6.92299e-04
-9.92196e-01	0.00000e+00	-6.91872e-04
-9.92146e-01	0.00000e+00	-6.91446e-04
-9.92096e-01	0.00000e+00	-6.91020e-04
-9.92046e-01	0.00000e+00	-6.90594e-04
-9.91996e-01	0.00000e+00	-6.90169e-04
-9.91946e-01	0.00000e+00	-6.89744e-04
-9.91896e-01	0.00000e+00	-6.89320e-04
-9.91846e-01	0.00000e+00	-6.88896e-04
-9.91796e-01	0.00000e+00	-6.88472e-04
-9.91746e-01	0.00000e+00	-6.88048e-04
-9.91696e-01	0.00000e+00	-6.87625e-04
-9.91646e-01	0.00000e+00	-6.87202e-04
-9.91596e-01	0.00000e+00	-6.86780e-04
-9.91546e-01	0.00000e+00	-6.86358e-04
-9.91496e-01	0.00000e+00	-6.85936e-04
-9.91446e-01	0.00000e+00	-6.85515e-04
-9.91396e-01	0.00000e+00	-6.85094e-04
-9.91346e-01	0.00000e+00	-6.84673e-04
-9.91296e-01	0.00000e+00	-6.84253e-04
-9.91246e-01	0.00000e+00	-6.83833e-04
-9.91196e-01	0.00000e+00	-6.83414e-04
-9.91146e-01	0.00000e+00	-6.82994e-04
-9.91096e-01	0.00000e+00	-6.82576e-04
-9.91046e-01	0.00000e+00	-6.82157e-04
-9.90996e-01	0.00000e+00	-6.81739e-04
-9.90946e-01	0.00000e+00	-6.81321e-04
-9.90896e-01	0.00000e+00	-6.80904e-04
-9.90847e-01	0.00000e+00	-6.80487e-04
-9.90797e-01	0.00000e+00	-6.80070e-04
-9.90747e-01	0.00000e+00	-6.79654e-04
-9.90697e-01	0.00000e+00	-6.79238e-04
-9.90647e-01	0.00000e+00	-6.78822e-04
-9.90597e-01	0.00000e+00	-6.78407e-04
-9.90547e-01	0.00000e+00	-6.77992e-04
-9.90497e-01	0.00000e+00	-6.77577e-04
-9.90447e-01	0.00000e+00	-6.77163e-04
-9.90397e-01	0.00000e+00	-6.76749e-04
-9.90347e-01	0.00000e+00	-6.76335e-04
-9.90297e-01	0.00000e+00	-6.75922e-04
-9.90247e-01	0.00000e+00	-6.75509e-04
-9.90197e-01	0.00000e+00	-6.75097e-04
-9.90147e-01	0.00000e+00	-6.74685e-04
-9.90097e-01	0.00000e+00	-6.74273e-04
-9.90047e-01	0.00000e+00	-6.73861e-04
-9.89997e-01	0.00000e+00	-6.73450e-04
-9.89947e-01	0.00000e+00	-6.73040e-04
-9.89897e-01	0.00000e+00	-6.72629e-04
-9.89847e-01	0.00000e+00	-6.72219e-04
-9.89797e-01	0.00000e+00	-6.71809e-04
-9.89747e-01	0.00000e+00	-6.71400e-04
-9.89697e-01	0.00000e+00	-6.70991e-04
-9.89647e-01	0.00000e+00	-6.70582e-04
-9.89597e-01	0.00000e+00	-6.70174e-04
-9.89547e-01	0.00000e+00	-6.69766e-04
-9.89497e-01	0.00000e+00	-6.69358e-04
-9.89447e-01	0.00000e+00	-6.68951e-04
-9.89397e-01	0.00000e+00	-6.68544e-04
-9.89347e-01	0.00000e+00	-6.68137e-04
-9.89297e-01	0.00000e+00	-6.67731e-04
-9.89247e-01	0.00000e+00	-6.67325e-04
-9.89197e-01	0.00000e+00	-6.66919e-04
-9.89147e-01	0.00000e+00	-6.66514e-04
-9.89097e-01	0.00000e+00	-6.66109e-04
-9.89047e-01	0.00000e+00	-6.65704e-04
-9.88997e-01	0.00000e+00	-6.65300e-04
-9.88947e-01	0.00000e+00	-6.64896e-04
-9.88897e-01	0.00000e+00	-6.64493e-04
-9.88847e-01	0.00000e+00	-6.64089e-04
-9.88797e-01	0.00000e+00	-6.63686e-04
-9.88747e-01	0.00000e+00	-6.63284e-04
-9.88697e-01	0.00000e+00	-6.62882e-04
-9.88647e-01	0.00000e+00	-6.62480e-04
-9.88597e-01	0.00000e+00	-6.62078e-04
-9.88547e-01	0.00000e+00	-6.61677e-04
-9.88497e-01	0.00000e+00	-6.61276e-04
-9.88447e-01	0.00000e+00	-6.60876e-04
-9.88397e-01	0.00000e+00	-6.60475e-04
-9.88347e-01	0.00000e+00	-6.60075e-04
-9.88297e-01	0.00000e+00	-6.59676e-04
-9.88247e-01	0.00000e+00	-6.59277e-04
-9.88197e-01	0.00000e+00	-6.58878e-04
-9.88147e-01	0.00000e+00	-6.58479e-04
-9.88097e-01	0.00000e+00	-6.58081e-04
-9.88047e-01	0.00000e+00	-6.57683e-04
-9.87997e-01	0.00000e+00	-6.57286e-04
-9.87947e-01	0.00000e+00	-6.56888e-04
-9.87897e-01	0.00000e+00	-6.56492e-04
-9.87847e-01	0.00000e+00	-6.56095e-04
-9.87797e-01	0.00000e+00	-6.55699e-04
-9.87747e-01	0.00000e+00	-6.55303e-04
-9.87697e-01	0.00000e+00	-6.54907e-04
-9.87647e-01	0.00000e+00	-6.54512e-04
-9.87597e-01	0.00000e+00	-6.54117e-04
-9.87547e-01	0.00000e+00	-6.53723e-04
-9.87497e-01	0.00000e+00	-6.53328e-04
-9.87447e-01	0.00000e+00	-6.52935e-04
-9.87398e-01	0.00000e+00	-6.52541e-04
-9.87348e-01	0.00000e+00	-6.52148e-04
-9.87298e-01	0.00000e+00	-6.51755e-04
-9.87248e-01	0.00000e+00	-6.51362e-04
-9.87198e-01	0.00000e+00	-6.50970e-04
-9.87148e-01	0.00000e+00	-6.50578e-04
-9.87098e-01	0.00000e+00	-6.50186e-04
-9.87048e-01	0.00000e+00	-6.49795e-04
-9.86998e-01	0.00000e+00	-6.49404e-04
-9.86948e-01	0.00000e+00	-6.49014e-04
-9.86898e-01	0.00000e+00	-6.48623e-04
-9.86848e-01	0.00000e+00	-6.48233e-04
-9.86798e-01	0.00000e+00	-6.47844e-04
-9.86748e-01	0.00000e+00	-6.47454e-04
-9.86698e-01	0.00000e+00	-6.47065e-04
-9.86648e-01	0.00000e+00	-6.46677e-04
-9.86598e-01	0.00000e+00	-6.46288e-04
-9.86548e-01	0.00000e+00	-6.45900e-04
-9.86498e-01	0.00000e+00	-6.45513e-04
-9.86448e-01	0.00000e+00	-6.45125e-04
-9.86398e-01	0.00000e+00	-6.44738e-04
-9.86348e-01	0.00000e+00	-6.44351e-04
-9.86298e-01	0.00000e+00	-6.43965e-04
-9.86248e-01	0.00000e+00	-6.43579e-04
-9.86198e-01	0.00000e+00	-6.43193e-04
-9.86148e-01	0.00000e+00	-6.42808e-04
-9.86098e-01	0.00000e+00	-6.42423e-04
-9.86048e-01	0.00000e+00	-6.42038e-04
-9.85998e-01	0.00000e+00	-6.41653e-04
-9.85948e-01	0.00000e+00	-6.41269e-04
-9.85898e-01	0.00000e+00	-6.40885e-04
-9.85848e-01	0.00000e+00	-6.40502e-04
-9.85798e-01	0.00000e+00	-6.40118e-04
-9.85748e-01	0.00000e+00	-6.39736e-04
-9.85698e-01	0.00000e+00	-6.39353e-04
-9.85648e-01	0.00000e+00	-6.38971e-04
-9.85598e-01	0.00000e+00	-6.38589e-04
-9.85548e-01	0.00000e+00	-6.38207e-04
-9.85498e-01	0.00000e+00	-6.37826e-04
-9.85448e-01	0.00000e+00	-6.37445e-04
-9.85398e-01	0.00000e+00	-6.37064e-04
-9.85348e-01	0.00000e+00	-6.36684e-04
-9.85298e-01	0.00000e+00	-6.36304e-04
-9.85248e-01	0.00000e+00	-6.35924e-04
-9.85198e-01	0.00000e+00	-6.35545e-04
-9.85148e-01	0.00000e+00	-6.35166e-04
-9.85098e-01	0.00000e+00	-6.34787e-04
-9.85048e-01	0.00000e+00	-6.34408e-04
-9.84998e-01	0.00000e+00	-6.34030e-04
-9.84948e-01	0.00000e+00	-6.33652e-04
-9.84898e-01	0.00000e+00	-6.33275e-04
-9.84848e-01	0.00000e+00	-6.32898e-04
-9.84798e-01	0.00000e+00	-6.32521e-04
-9.84748e-01	0.00000e+00	-6.32144e-04
-9.84698e-01	0.00000e+00	-6.31768e-04
-9.84648e-01	0.00000e+00	-6.31392e-04
-9.84598e-01	0.00000e+00	-6.31016e-04
-9.84548e-01	0.00000e+00	-6.30641e-04
-9.84498e-01	0.00000e+00	-6.30266e-04
-9.84448e-01	0.00000e+00	-6.29891e-04
-9.84398e-01	0.00000e+00	-6.29517e-04
-9.84348e-01	0.00000e+00	-6.29143e-04
-9.84298e-01	0.00000e+00	-6.28769e-04
-9.84248e-01	0.00000e+00	-6.28395e-04
-9.84198e-01	0.00000e+00	-6.28022e-04
-9.84148e-01	0.00000e+00	-6.27649e-04
-9.84098e-01	0.00000e+00	-6.27277e-04
-9.84048e-01	0.00000e+00	-6.26904e-04
-9.83998e-01	0.00000e+00	-6.26532e-04
-9.83949e-01	0.00000e+00	-6.26161e-04
-9.83899e-01	0.00000e+00	-6.25789e-04
-9.83849e-01	0.00000e+00	-6.25418e-04
-9.83799e-01	0.00000e+00	-6.25048e-04
-9.83749e-01	0.00000e+00	-6.24677e-04
-9.83699e-01	0.00000e+00	-6.24307e-04
-9.83649e-01	0.00000e+00	-6.23937e-04
-9.83599e-01	0.00000e+00	-6.23568e-04
-9.83549e-01	0.00000e+00	-6.23199e-04
-9.83499e-01	0.00000e+00	-6.22830e-04
-9.83449e-01	0.00000e+00	-6.22461e-04
-9.83399e-01	0.00000e+00	-6.22093e-04
-9.83349e-01	0.00000e+00	-6.21725e-04
-9.83299e-01	0.00000e+00	-6.21357e-04
-9.83249e-01	0.00000e+00	-6.20990e-04
-9.83199e-01	0.00000e+00	-6.20623e-04
-9.83149e-01	0.00000e+00	-6.20256e-04
-9.83099e-01	0.00000e+00	-6.19890e-04
-9.83049e-01	0.00000e+00	-6.19523e-04
-9.82999e-01	0.00000e+00	-6.19158e-04
-9.82949e-01	0.00000e+00	-6.18792e-04
-9.82899e-01	0.00000e+00	-6.18427e-04
-9.82849e-01	0.00000e+00	-6.18062e-04
-9.82799e-01	0.00000e+00	-6.17697e-04
-9.82749e-01	0.00000e+00	-6.17333e-04
-9.82699e-01	0.00000e+00	-6.16969e-04
-9.82649e-01	0.00000e+00	-6.16605e-04
-9.82599e-01	0.00000e+00	-6.16242e-04
-9.82549e-01	0.00000e+00	-6.15878e-04
-9.82499e-01	0.00000e+00	-6.15516e-04
-9.82449e-01	0.00000e+00	-6.15153e-04
-9.82399e-01	0.00000e+00	-6.14791e-04
-9.82349e-01	0.00000e+00	-6.14429e-04
-9.82299e-01	0.00000e+00	-6.14067e-04
-9.82249e-01	0.00000e+00	-6.13706e-04
-9.82199e-01	0.00000e+00	-6.13345e-04
-9.82149e-01	0.00000e+00	-6.12984e-04
-9.82099e-01	0.00000e+00	-6.12623e-04
-9.82049e-01	0.00000e+00	-6.12263e-04
-9.81999e-01	0.00000e+00	-6.11903e-04
-9.81949e-01	0.00000e+00	-6.11544e-04
-9.81899e-01	0.00000e+00	-6.11184e-04
-9.81849e-01	0.00000e+00	-6.10825e-04
-9.81799e-01	0.00000e+00	-6.10467e-04
-9.81749e-01	0.00000e+00	-6.10108e-04
-9.81699e-01	0.00000e+00	-6.09750e-04
-9.81649e-01	0.00000e+00	-6.09392e-04
-9.81599e-01	0.00000e+00	-6.09035e-04
-9.81549e-01	0.00000e+00	-6.08678e-04
-9.81499e-01	0.00000e+00	-6.08321e-04
-9.81449e-01	0.00000e+00	-6.07964e-04
-9.81399e-01	0.00000e+00	-6.07608e-04
-9.81349e-01	0.00000e+00	-6.07251e-04
-9.81299e-01	0.00000e+00	-6.06896e-04
-9.81249e-01	0.00000e+00	-6.06540e-04
-9.81199e-01	0.00000e+00	-6.06185e-04
-9.81149e-01	0.00000e+00	-6.05830e-04
-9.81099e-01	0.00000e+00	-6.05475e-04
-9.81049e-01	0.00000e+00	-6.05121e-04
-9.80999e-01	0.00000e+00	-6.04767e-04
-9.80949e-01	0.00000e+00	-6.04413e-04
-9.80899e-01	0.00000e+00	-6.04060e-04
-9.80849e-01	0.00000e+00	-6.03707e-04
-9.80799e-01	0.00000e+00	-6.03354e-04
-9.80749e-01	0.00000e+00	-6.03001e-04
-9.80699e-01	0.00000e+00	-6.02649e-04
-9.80649e-01	0.00000e+00	-6.02297e-04
-9.80599e-01	0.00000e+00	-6.01945e-04
-9.80549e-01	0.00000e+00	-6.01594e-04
-9.80500e-01	0.00000e+00	-6.01243e-04
-9.80450e-01	0.00000e+00	-6.00892e-04
-9.80400e-01	0.00000e+00	-6.00541e-04
-9.80350e-01	0.00000e+00	-6.00191e-04
-9.80300e-01	0.00000e+00	-5.99841e-04
-9.80250e-01	0.00000e+00	-5.99491e-04
-9.80200e-01	0.00000e+00	-5.99142e-04
-9.80150e-01	0.00000e+00	-5.98793e-04
-9.80100e-01	0.00000e+00	-5.98444e-04
-9.80050e-01	0.00000e+00	-5.98095e-04
-9.80000e-01	0.00000e+00	-5.97747e-04
-9.79950e-01	0.00000e+00	-5.97399e-04
-9.79900e-01	0.00000e+00	-5.97051e-04
-9.79850e-01	0.00000e+00	-5.96704e-04
-9.79800e-01	0.00000e+00	-5.96356e-04
-9.79750e-01	0.00000e+00	-5.96010e-04
-9.79700e-01	0.00000e+00	-5.95663e-04
-9.79650e-01	0.00000e+00	-5.95317e-04
-9.79600e-01	0.00000e+00	-5.94971e-04
-9.79550e-01	0.00000e+00	-5.94625e-04
-9.79500e-01	0.00000e+00	-5.94279e-04
-9.79450e-01	0.00000e+00	-5.93934e-04
-9.79400e-01	0.00000e+00	-5.93589e-04
-9.79350e-01	0.00000e+00	-5.93245e-04
-9.79300e-01	0.00000e+00	-5.92900e-04
-9.79250e-01	0.00000e+00	-5.92556e-04
-9.79200e-01	0.00000e+00	-5.92212e-04
-9.79150e-01	0.00000e+00	-5.91869e-04
-9.79100e-01	0.00000e+00	-5.91526e-04
-9.79050e-01	0.00000e+00	-5.91183e-04
-9.79000e-01	0.00000e+00	-5.90840e-04
-9.78950e-01	0.00000e+00	-5.90498e-04
-9.78900e-01	0.00000e+00	-5.90156e-04
-9.78850e-01	0.00000e+00	-5.89814e-04
-9.78800e-01	0.00000e+00	-5.89472e-04
-9.78750e-01	0.00000e+00	-5.89131e-04
-9.78700e-01	0.00000e+00	-5.88790e-04
-9.78650e-01	0.00000e+00	-5.88449e-04
-9.78600e-01	0.00000e+00	-5.88109e-04
-9.78550e-01	0.00000e+00	-5.87769e-04
-9.78500e-01	0.00000e+00	-5.87429e-04
-9.78450e-01	0.00000e+00	-5.87089e-04
-9.78400e-01	0.00000e+00	-5.86750e-04
-9.78350e-01	0.00000e+00	-5.86411e-04
-9.78300e-01	0.00000e+00	-5.86072e-04
-9.78250e-01	0.00000e+00	-5.85733e-04
-9.78200e-01	0.00000e+00	-5.85395e-04
-9.78150e-01	0.00000e+00	-5.85057e-04
-9.78100e-01	0.00000e+00	-5.84719e-04
-9.78050e-01	0.00000e+00	-5.84382e-04
-9.78000e-01	0.00000e+00	-5.84045e-04
-9.77950e-01	0.00000e+00	-5.83708e-04
-9.77900e-01	0.00000e+00	-5.83371e-04
-9.77850e-01	0.00000e+00	-5.83035e-04
-9.77800e-01	0.00000e+00	-5.82699e-04
-9.77750e-01	0.00000e+00	-5.82363e-04
-9.77700e-01	0.00000e+00	-5.82028e-04
-9.77650e-01	0.00000e+00	-5.81692e-04
-9.77600e-01	0.00000e+00	-5.81357e-04
-9.77550e-01	0.00000e+00	-5.81023e-04
-9.77500e-01	0.00000e+00	-5.80688e-04
-9.77450e-01	0.00000e+00	-5.80354e-04
-9.77400e-01	0.00000e+00	-5.80020e-04
-9.77350e-01	0.00000e+00	-5.79687e-04
-9.77300e-01	0.00000e+00	-5.79353e-04
-9.77250e-01	0.00000e+00	-5.79020e-04
-9.77200e-01	0.00000e+00	-5.78687e-04
-9.77150e-01	0.00000e+00	-5.78355e-04
-9.77100e-01	0.00000e+00	-5.78023e-04
-9.77051e-01	0.00000e+00	-5.77691e-04
-9.77001e-01	0.00000e+00	-5.77359e-04
-9.76951e-01	0.00000e+00	-5.77027e-04
-9.76901e-01	0.00000e+00	-5.76696e-04
-9.76851e-01	0.00000e+00	-5.76365e-04
-9.76801e-01	0.00000e+00	-5.76034e-04
-9.76751e-01	0.00000e+00	-5.75704e-04
-9.76701e-01	0.00000e+00	-5.75374e-04
-9.76651e-01	0.00000e+00	-5.75044e-04
-9.76601e-01	0.00000e+00	-5.74714e-04
-9.76551e-01	0.00000e+00	-5.74385e-04
-9.76501e-01	0.00000e+00	-5.74056e-04
-9.76451e-01	0.00000e+00	-5.73727e-04
-9.76401e-01	0.00000e+00	-5.73399e-04
-9.76351e-01	0.00000e+00	-5.73070e-04
-9.76301e-01	0.00000e+00	-5.72742e-04
-9.76251e-01	0.00000e+00	-5.72415e-04
-9.76201e-01	0.00000e+00	-5.72087e-04
-9.76151e-01	0.00000e+00	-5.71760e-04
-9.76101e-01	0.00000e+00	-5.71433e-04
-9.76051e-01	0.00000e+00	-5.71106e-04
-9.76001e-01	0.00000e+00	-5.70780e-04
-9.75951e-01	0.00000e+00	-5.70454e-04
-9.75901e-01	0.00000e+00	-5.70128e-04
-9.75851e-01	0.00000e+00	-5.69802e-04
-9.75801e-01	0.00000e+00	-5.69477e-04
-9.75751e-01	0.00000e+00	-5.69152e-04
-9.75701e-01	0.00000e+00	-5.68827e-04
-9.75651e-01	0.00000e+00	-5.68502e-04
-9.75601e-01	0.00000e+00	-5.68178e-04
-9.75551e-01	0.00000e+00	-5.67854e-04
-9.75501e-01	0.00000e+00	-5.67530e-04
-9.75451e-01	0.00000e+00	-5.67207e-04
-9.75401e-01	0.00000e+00	-5.66883e-04
-9.75351e-01	0.00000e+00	-5.66560e-04
-9.75301e-01	0.00000e+00	-5.66238e-04
-9.75251e-01	0.00000e+00	-5.65915e-04
-9.75201e-01	0.00000e+00	-5.65593e-04
-9.75151e-01	0.00000e+00	-5.65271e-04
-9.75101e-01	0.00000e+00	-5.64949e-04
-9.75051e-01	0.00000e+00	-5.64628e-04
-9.75001e-01	0.00000e+00	-5.64306e-04
-9.74951e-01	0.00000e+00	-5.63985e-04
-9.74901e-01	0.00000e+00	-5.63665e-04
-9.74851e-01	0.00000e+00	-5.63344e-04
-9.74801e-01	0.00000e+00	-5.63024e-04
-9.74751e-01	0.00000e+00	-5.62704e-04
-9.74701e-01	0.00000e+00	-5.62384e-04
-9.74651e-01	0.00000e+00	-5.62065e-04
-9.74601e-01	0.00000e+00	-5.61746e-04
-9.74551e-01	0.00000e+00	-5.61427e-04
-9.74501e-01	0.00000e+00	-5.61108e-04
-9.74451e-01	0.00000e+00	-5.60790e-04
-9.74401e-01	0.00000e+00	-5.60472e-04
-9.74351e-01	0.00000e+00	-5.60154e-04
-9.74301e-01	0.00000e+00	-5.59836e-04
-9.74251e-01	0.00000e+00	-5.59519e-04
-9.74201e-01	0.00000e+00	-5.59202e-04
-9.74151e-01	0.00000e+00	-5.58885e-04
-9.74101e-01	0.00000e+00	-5.58568e-04
-9.74051e-01	0.00000e+00	-5.58252e-04
-9.74001e-01	0.00000e+00	-5.57936e-04
-9.73951e-01	0.00000e+00	-5.57620e-04
-9.73901e-01	0.00000e+00	-5.57304e-04
-9.73851e-01	0.00000e+00	-5.56989e-04
-9.73801e-01	0.00000e+00	-5.56674e-04
-9.73751e-01	0.00000e+00	-5.56359e-04
-9.73701e-01	0.00000e+00	-5.56044e-04
-9.73651e-01	0.00000e+00	-5.55730e-04
-9.73601e-01	0.00000e+00	-5.55416e-04
-9.73552e-01	0.00000e+00	-5.55102e-04
-9.73502e-01	0.00000e+00	-5.54789e-04
-9.73452e-01	0.00000e+00	-5.54475e-04
-9.73402e-01	0.00000e+00	-5.54162e-04
-9.73352e-01	0.00000e+00	-5.53849e-04
-9.73302e-01	0.00000e+00	-5.53537e-04
-9.73252e-01	0.00000e+00	-5.53224e-04
