# z [mm] 	 bx [T] 	 by [T]
-9.99931e-01	0.00000e+00	-1.76048e-02
-9.99831e-01	0.00000e+00	-1.75515e-02
-9.99731e-01	0.00000e+00	-1.74984e-02
-9.99631e-01	0.00000e+00	-1.74456e-02
-9.99531e-01	0.00000e+00	-1.73929e-02
-9.99431e-01	0.00000e+00	-1.73404e-02
-9.99331e-01	0.00000e+00	-1.72881e-02
-9.99231e-01	0.00000e+00	-1.72360e-02
-9.99131e-01	0.00000e+00	-1.71841e-02
-9.99031e-01	0.00000e+00	-1.71323e-02
-9.98931e-01	0.00000e+00	-1.70808e-02
-9.98832e-01	0.00000e+00	-1.70294e-02
-9.98732e-01	0.00000e+00	-1.69782e-02
-9.98632e-01	0.00000e+00	-1.69272e-02
-9.98532e-01	0.00000e+00	-1.68764e-02
-9.98432e-01	0.00000e+00	-1.68258e-02
-9.98332e-01	0.00000e+00	-1.67753e-02
-9.98232e-01	0.00000e+00	-1.67251e-02
-9.98132e-01	0.00000e+00	-1.66750e-02
-9.98032e-01	0.00000e+00	-1.66251e-02
-9.97932e-01	0.00000e+00	-1.65753e-02
-9.97832e-01	0.00000e+00	-1.65258e-02
-9.97732e-01	0.00000e+00	-1.64764e-02
-9.97632e-01	0.00000e+00	-1.64272e-02
-9.97532e-01	0.00000e+00	-1.63782e-02
-9.97432e-01	0.00000e+00	-1.63293e-02
-9.97333e-01	0.00000e+00	-1.62807e-02
-9.97233e-01	0.00000e+00	-1.62322e-02
-9.97133e-01	0.00000e+00	-1.61839e-02
-9.97033e-01	0.00000e+00	-1.61357e-02
-9.96933e-01	0.00000e+00	-1.60877e-02
-9.96833e-01	0.00000e+00	-1.60399e-02
-9.96733e-01	0.00000e+00	-1.59923e-02
-9.96633e-01	0.00000e+00	-1.59448e-02
-9.96533e-01	0.00000e+00	-1.58975e-02
-9.96433e-01	0.00000e+00	-1.58504e-02
-9.96333e-01	0.00000e+00	-1.58034e-02
-9.96233e-01	0.00000e+00	-1.57566e-02
-9.96133e-01	0.00000e+00	-1.57100e-02
-9.96033e-01	0.00000e+00	-1.56635e-02
-9.95933e-01	0.00000e+00	-1.56172e-02
-9.95833e-01	0.00000e+00	-1.55711e-02
-9.95734e-01	0.00000e+00	-1.55251e-02
-9.95634e-01	0.00000e+00	-1.54793e-02
-9.95534e-01	0.00000e+00	-1.54337e-02
-9.95434e-01	0.00000e+00	-1.53882e-02
-9.95334e-01	0.00000e+00	-1.53429e-02
-9.95234e-01	0.00000e+00	-1.52977e-02
-9.95134e-01	0.00000e+00	-1.52527e-02
-9.95034e-01	0.00000e+00	-1.52078e-02
-9.94934e-01	0.00000e+00	-1.51632e-02
-9.94834e-01	0.00000e+00	-1.51186e-02
-9.94734e-01	0.00000e+00	-1.50742e-02
-9.94634e-01	0.00000e+00	-1.50300e-02
-9.94534e-01	0.00000e+00	-1.49860e-02
-9.94434e-01	0.00000e+00	-1.49421e-02
-9.94334e-01	0.00000e+00	-1.48983e-02
-9.94234e-01	0.00000e+00	-1.48547e-02
-9.94135e-01	0.00000e+00	-1.48113e-02
-9.94035e-01	0.00000e+00	-1.47680e-02
-9.93935e-01	0.00000e+00	-1.47248e-02
-9.93835e-01	0.00000e+00	-1.46819e-02
-9.93735e-01	0.00000e+00	-1.46390e-02
-9.93635e-01	0.00000e+00	-1.45963e-02
-9.93535e-01	0.00000e+00	-1.45538e-02
-9.93435e-01	0.00000e+00	-1.45114e-02
-9.93335e-01	0.00000e+00	-1.44692e-02
-9.93235e-01	0.00000e+00	-1.44271e-02
-9.93135e-01	0.00000e+00	-1.43851e-02
-9.93035e-01	0.00000e+00	-1.43433e-02
-9.92935e-01	0.00000e+00	-1.43017e-02
-9.92835e-01	0.00000e+00	-1.42602e-02
-9.92735e-01	0.00000e+00	-1.42188e-02
-9.92636e-01	0.00000e+00	-1.41776e-02
-9.92536e-01	0.00000e+00	-1.41365e-02
-9.92436e-01	0.00000e+00	-1.40956e-02
-9.92336e-01	0.00000e+00	-1.40548e-02
-9.92236e-01	0.00000e+00	-1.40142e-02
-9.92136e-01	0.00000e+00	-1.39737e-02
-9.92036e-01	0.00000e+00	-1.39333e-02
-9.91936e-01	0.00000e+00	-1.38931e-02
-9.91836e-01	0.00000e+00	-1.38530e-02
-9.91736e-01	0.00000e+00	-1.38130e-02
-9.91636e-01	0.00000e+00	-1.37732e-02
-9.91536e-01	0.00000e+00	-1.37336e-02
-9.91436e-01	0.00000e+00	-1.36940e-02
-9.91336e-01	0.00000e+00	-1.36547e-02
-9.91236e-01	0.00000e+00	-1.36154e-02
-9.91136e-01	0.00000e+00	-1.35763e-02
-9.91037e-01	0.00000e+00	-1.35373e-02
-9.90937e-01	0.00000e+00	-1.34984e-02
-9.90837e-01	0.00000e+00	-1.34597e-02
-9.90737e-01	0.00000e+00	-1.34211e-02
-9.90637e-01	0.00000e+00	-1.33827e-02
-9.90537e-01	0.00000e+00	-1.33444e-02
-9.90437e-01	0.00000e+00	-1.33062e-02
-9.90337e-01	0.00000e+00	-1.32681e-02
-9.90237e-01	0.00000e+00	-1.32302e-02
-9.90137e-01	0.00000e+00	-1.31924e-02
-9.90037e-01	0.00000e+00	-1.31548e-02
-9.89937e-01	0.00000e+00	-1.31172e-02
-9.89837e-01	0.00000e+00	-1.30798e-02
-9.89737e-01	0.00000e+00	-1.30426e-02
-9.89637e-01	0.00000e+00	-1.30054e-02
-9.89537e-01	0.00000e+00	-1.29684e-02
-9.89438e-01	0.00000e+00	-1.29315e-02
-9.89338e-01	0.00000e+00	-1.28948e-02
-9.89238e-01	0.00000e+00	-1.28581e-02
-9.89138e-01	0.00000e+00	-1.28216e-02
-9.89038e-01	0.00000e+00	-1.27852e-02
-9.88938e-01	0.00000e+00	-1.27490e-02
-9.88838e-01	0.00000e+00	-1.27128e-02
-9.88738e-01	0.00000e+00	-1.26768e-02
-9.88638e-01	0.00000e+00	-1.26409e-02
-9.88538e-01	0.00000e+00	-1.26051e-02
-9.88438e-01	0.00000e+00	-1.25695e-02
-9.88338e-01	0.00000e+00	-1.25340e-02
-9.88238e-01	0.00000e+00	-1.24986e-02
-9.88138e-01	0.00000e+00	-1.24633e-02
-9.88038e-01	0.00000e+00	-1.24281e-02
-9.87939e-01	0.00000e+00	-1.23931e-02
-9.87839e-01	0.00000e+00	-1.23581e-02
-9.87739e-01	0.00000e+00	-1.23233e-02
-9.87639e-01	0.00000e+00	-1.22887e-02
-9.87539e-01	0.00000e+00	-1.22541e-02
-9.87439e-01	0.00000e+00	-1.22196e-02
-9.87339e-01	0.00000e+00	-1.21853e-02
-9.87239e-01	0.00000e+00	-1.21511e-02
-9.87139e-01	0.00000e+00	-1.21170e-02
-9.87039e-01	0.00000e+00	-1.20830e-02
-9.86939e-01	0.00000e+00	-1.20491e-02
-9.86839e-01	0.00000e+00	-1.20154e-02
-9.86739e-01	0.00000e+00	-1.19817e-02
-9.86639e-01	0.00000e+00	-1.19482e-02
-9.86539e-01	0.00000e+00	-1.19148e-02
-9.86439e-01	0.00000e+00	-1.18815e-02
-9.86340e-01	0.00000e+00	-1.18483e-02
-9.86240e-01	0.00000e+00	-1.18152e-02
-9.86140e-01	0.00000e+00	-1.17822e-02
-9.86040e-01	0.00000e+00	-1.17494e-02
-9.85940e-01	0.00000e+00	-1.17166e-02
-9.85840e-01	0.00000e+00	-1.16840e-02
-9.85740e-01	0.00000e+00	-1.16515e-02
-9.85640e-01	0.00000e+00	-1.16191e-02
-9.85540e-01	0.00000e+00	-1.15868e-02
-9.85440e-01	0.00000e+00	-1.15546e-02
-9.85340e-01	0.00000e+00	-1.15225e-02
-9.85240e-01	0.00000e+00	-1.14905e-02
-9.85140e-01	0.00000e+00	-1.14586e-02
-9.85040e-01	0.00000e+00	-1.14269e-02
-9.84940e-01	0.00000e+00	-1.13952e-02
-9.84840e-01	0.00000e+00	-1.13636e-02
-9.84741e-01	0.00000e+00	-1.13322e-02
-9.84641e-01	0.00000e+00	-1.13008e-02
-9.84541e-01	0.00000e+00	-1.12696e-02
-9.84441e-01	0.00000e+00	-1.12385e-02
-9.84341e-01	0.00000e+00	-1.12074e-02
-9.84241e-01	0.00000e+00	-1.11765e-02
-9.84141e-01	0.00000e+00	-1.11457e-02
-9.84041e-01	0.00000e+00	-1.11150e-02
-9.83941e-01	0.00000e+00	-1.10843e-02
-9.83841e-01	0.00000e+00	-1.10538e-02
-9.83741e-01	0.00000e+00	-1.10234e-02
-9.83641e-01	0.00000e+00	-1.09931e-02
-9.83541e-01	0.00000e+00	-1.09629e-02
-9.83441e-01	0.00000e+00	-1.09328e-02
-9.83341e-01	0.00000e+00	-1.09028e-02
-9.83242e-01	0.00000e+00	-1.08729e-02
-9.83142e-01	0.00000e+00	-1.08431e-02
-9.83042e-01	0.00000e+00	-1.08133e-02
-9.82942e-01	0.00000e+00	-1.07837e-02
-9.82842e-01	0.00000e+00	-1.07542e-02
-9.82742e-01	0.00000e+00	-1.07248e-02
-9.82642e-01	0.00000e+00	-1.06955e-02
-9.82542e-01	0.00000e+00	-1.06663e-02
-9.82442e-01	0.00000e+00	-1.06371e-02
-9.82342e-01	0.00000e+00	-1.06081e-02
-9.82242e-01	0.00000e+00	-1.05792e-02
-9.82142e-01	0.00000e+00	-1.05503e-02
-9.82042e-01	0.00000e+00	-1.05216e-02
-9.81942e-01	0.00000e+00	-1.04929e-02
-9.81842e-01	0.00000e+00	-1.04644e-02
-9.81742e-01	0.00000e+00	-1.04359e-02
-9.81643e-01	0.00000e+00	-1.04076e-02
-9.81543e-01	0.00000e+00	-1.03793e-02
-9.81443e-01	0.00000e+00	-1.03511e-02
-9.81343e-01	0.00000e+00	-1.03230e-02
-9.81243e-01	0.00000e+00	-1.02950e-02
-9.81143e-01	0.00000e+00	-1.02671e-02
-9.81043e-01	0.00000e+00	-1.02393e-02
-9.80943e-01	0.00000e+00	-1.02116e-02
-9.80843e-01	0.00000e+00	-1.01840e-02
-9.80743e-01	0.00000e+00	-1.01564e-02
-9.80643e-01	0.00000e+00	-1.01290e-02
-9.80543e-01	0.00000e+00	-1.01016e-02
-9.80443e-01	0.00000e+00	-1.00744e-02
-9.80343e-01	0.00000e+00	-1.00472e-02
-9.80243e-01	0.00000e+00	-1.00201e-02
-9.80143e-01	0.00000e+00	-9.99308e-03
-9.80044e-01	0.00000e+00	-9.96617e-03
-9.79944e-01	0.00000e+00	-9.93935e-03
-9.79844e-01	0.00000e+00	-9.91261e-03
-9.79744e-01	0.00000e+00	-9.88596e-03
-9.79644e-01	0.00000e+00	-9.85940e-03
-9.79544e-01	0.00000e+00	-9.83292e-03
-9.79444e-01	0.00000e+00	-9.80653e-03
-9.79344e-01	0.00000e+00	-9.78023e-03
-9.79244e-01	0.00000e+00	-9.75401e-03
-9.79144e-01	0.00000e+00	-9.72788e-03
-9.79044e-01	0.00000e+00	-9.70183e-03
-9.78944e-01	0.00000e+00	-9.67587e-03
-9.78844e-01	0.00000e+00	-9.64999e-03
-9.78744e-01	0.00000e+00	-9.62420e-03
-9.78644e-01	0.00000e+00	-9.59849e-03
-9.78545e-01	0.00000e+00	-9.57286e-03
-9.78445e-01	0.00000e+00	-9.54732e-03
-9.78345e-01	0.00000e+00	-9.52186e-03
-9.78245e-01	0.00000e+00	-9.49648e-03
-9.78145e-01	0.00000e+00	-9.47119e-03
-9.78045e-01	0.00000e+00	-9.44597e-03
-9.77945e-01	0.00000e+00	-9.42084e-03
-9.77845e-01	0.00000e+00	-9.39579e-03
-9.77745e-01	0.00000e+00	-9.37082e-03
-9.77645e-01	0.00000e+00	-9.34593e-03
-9.77545e-01	0.00000e+00	-9.32113e-03
-9.77445e-01	0.00000e+00	-9.29640e-03
-9.77345e-01	0.00000e+00	-9.27175e-03
-9.77245e-01	0.00000e+00	-9.24718e-03
-9.77145e-01	0.00000e+00	-9.22269e-03
-9.77045e-01	0.00000e+00	-9.19828e-03
-9.76946e-01	0.00000e+00	-9.17394e-03
-9.76846e-01	0.00000e+00	-9.14969e-03
-9.76746e-01	0.00000e+00	-9.12551e-03
-9.76646e-01	0.00000e+00	-9.10141e-03
-9.76546e-01	0.00000e+00	-9.07739e-03
-9.76446e-01	0.00000e+00	-9.05345e-03
-9.76346e-01	0.00000e+00	-9.02958e-03
-9.76246e-01	0.00000e+00	-9.00579e-03
-9.76146e-01	0.00000e+00	-8.98207e-03
-9.76046e-01	0.00000e+00	-8.95843e-03
-9.75946e-01	0.00000e+00	-8.93487e-03
-9.75846e-01	0.00000e+00	-8.91138e-03
-9.75746e-01	0.00000e+00	-8.88797e-03
-9.75646e-01	0.00000e+00	-8.86463e-03
-9.75546e-01	0.00000e+00	-8.84137e-03
-9.75447e-01	0.00000e+00	-8.81818e-03
-9.75347e-01	0.00000e+00	-8.79507e-03
-9.75247e-01	0.00000e+00	-8.77203e-03
-9.75147e-01	0.00000e+00	-8.74906e-03
-9.75047e-01	0.00000e+00	-8.72617e-03
-9.74947e-01	0.00000e+00	-8.70335e-03
-9.74847e-01	0.00000e+00	-8.68060e-03
-9.74747e-01	0.00000e+00	-8.65793e-03
-9.74647e-01	0.00000e+00	-8.63532e-03
-9.74547e-01	0.00000e+00	-8.61279e-03
-9.74447e-01	0.00000e+00	-8.59033e-03
-9.74347e-01	0.00000e+00	-8.56794e-03
-9.74247e-01	0.00000e+00	-8.54563e-03
-9.74147e-01	0.00000e+00	-8.52338e-03
-9.74047e-01	0.00000e+00	-8.50120e-03
-9.73947e-01	0.00000e+00	-8.47910e-03
-9.73848e-01	0.00000e+00	-8.45706e-03
-9.73748e-01	0.00000e+00	-8.43510e-03
-9.73648e-01	0.00000e+00	-8.41320e-03
-9.73548e-01	0.00000e+00	-8.39137e-03
-9.73448e-01	0.00000e+00	-8.36962e-03
-9.73348e-01	0.00000e+00	-8.34793e-03
-9.73248e-01	0.00000e+00	-8.32631e-03
-9.73148e-01	0.00000e+00	-8.30475e-03
-9.73048e-01	0.00000e+00	-8.28327e-03
-9.72948e-01	0.00000e+00	-8.26185e-03
-9.72848e-01	0.00000e+00	-8.24050e-03
-9.72748e-01	0.00000e+00	-8.21922e-03
-9.72648e-01	0.00000e+00	-8.19801e-03
-9.72548e-01	0.00000e+00	-8.17686e-03
-9.72448e-01	0.00000e+00	-8.15578e-03
-9.72348e-01	0.00000e+00	-8.13477e-03
-9.72249e-01	0.00000e+00	-8.11382e-03
-9.72149e-01	0.00000e+00	-8.09294e-03
-9.72049e-01	0.00000e+00	-8.07212e-03
-9.71949e-01	0.00000e+00	-8.05137e-03
-9.71849e-01	0.00000e+00	-8.03069e-03
-9.71749e-01	0.00000e+00	-8.01006e-03
-9.71649e-01	0.00000e+00	-7.98951e-03
-9.71549e-01	0.00000e+00	-7.96902e-03
-9.71449e-01	0.00000e+00	-7.94859e-03
-9.71349e-01	0.00000e+00	-7.92822e-03
-9.71249e-01	0.00000e+00	-7.90792e-03
-9.71149e-01	0.00000e+00	-7.88769e-03
-9.71049e-01	0.00000e+00	-7.86751e-03
-9.70949e-01	0.00000e+00	-7.84740e-03
-9.70849e-01	0.00000e+00	-7.82735e-03
-9.70750e-01	0.00000e+00	-7.80737e-03
-9.70650e-01	0.00000e+00	-7.78745e-03
-9.70550e-01	0.00000e+00	-7.76758e-03
-9.70450e-01	0.00000e+00	-7.74779e-03
-9.70350e-01	0.00000e+00	-7.72805e-03
-9.70250e-01	0.00000e+00	-7.70838e-03
-9.70150e-01	0.00000e+00	-7.68876e-03
-9.70050e-01	0.00000e+00	-7.66921e-03
-9.69950e-01	0.00000e+00	-7.64972e-03
-9.69850e-01	0.00000e+00	-7.63029e-03
-9.69750e-01	0.00000e+00	-7.61091e-03
-9.69650e-01	0.00000e+00	-7.59160e-03
-9.69550e-01	0.00000e+00	-7.57235e-03
-9.69450e-01	0.00000e+00	-7.55316e-03
-9.69350e-01	0.00000e+00	-7.53403e-03
-9.69250e-01	0.00000e+00	-7.51496e-03
-9.69151e-01	0.00000e+00	-7.49594e-03
-9.69051e-01	0.00000e+00	-7.47699e-03
-9.68951e-01	0.00000e+00	-7.45809e-03
-9.68851e-01	0.00000e+00	-7.43925e-03
-9.68751e-01	0.00000e+00	-7.42047e-03
-9.68651e-01	0.00000e+00	-7.40175e-03
-9.68551e-01	0.00000e+00	-7.38309e-03
-9.68451e-01	0.00000e+00	-7.36448e-03
-9.68351e-01	0.00000e+00	-7.34593e-03
-9.68251e-01	0.00000e+00	-7.32744e-03
-9.68151e-01	0.00000e+00	-7.30901e-03
-9.68051e-01	0.00000e+00	-7.29063e-03
-9.67951e-01	0.00000e+00	-7.27231e-03
-9.67851e-01	0.00000e+00	-7.25405e-03
-9.67751e-01	0.00000e+00	-7.23584e-03
-9.67651e-01	0.00000e+00	-7.21769e-03
-9.67552e-01	0.00000e+00	-7.19959e-03
-9.67452e-01	0.00000e+00	-7.18155e-03
-9.67352e-01	0.00000e+00	-7.16357e-03
-9.67252e-01	0.00000e+00	-7.14563e-03
-9.67152e-01	0.00000e+00	-7.12776e-03
-9.67052e-01	0.00000e+00	-7.10994e-03
-9.66952e-01	0.00000e+00	-7.09217e-03
-9.66852e-01	0.00000e+00	-7.07446e-03
-9.66752e-01	0.00000e+00	-7.05680e-03
-9.66652e-01	0.00000e+00	-7.03920e-03
-9.66552e-01	0.00000e+00	-7.02165e-03
-9.66452e-01	0.00000e+00	-7.00416e-03
-9.66352e-01	0.00000e+00	-6.98671e-03
-9.66252e-01	0.00000e+00	-6.96932e-03
-9.66152e-01	0.00000e+00	-6.95199e-03
-9.66053e-01	0.00000e+00	-6.93471e-03
-9.65953e-01	0.00000e+00	-6.91748e-03
-9.65853e-01	0.00000e+00	-6.90030e-03
-9.65753e-01	0.00000e+00	-6.88317e-03
-9.65653e-01	0.00000e+00	-6.86610e-03
-9.65553e-01	0.00000e+00	-6.84908e-03
-9.65453e-01	0.00000e+00	-6.83211e-03
-9.65353e-01	0.00000e+00	-6.81519e-03
-9.65253e-01	0.00000e+00	-6.79833e-03
-9.65153e-01	0.00000e+00	-6.78151e-03
-9.65053e-01	0.00000e+00	-6.76475e-03
-9.64953e-01	0.00000e+00	-6.74804e-03
-9.64853e-01	0.00000e+00	-6.73137e-03
-9.64753e-01	0.00000e+00	-6.71476e-03
-9.64653e-01	0.00000e+00	-6.69820e-03
-9.64553e-01	0.00000e+00	-6.68169e-03
-9.64454e-01	0.00000e+00	-6.66523e-03
-9.64354e-01	0.00000e+00	-6.64882e-03
-9.64254e-01	0.00000e+00	-6.63246e-03
-9.64154e-01	0.00000e+00	-6.61614e-03
-9.64054e-01	0.00000e+00	-6.59988e-03
-9.63954e-01	0.00000e+00	-6.58367e-03
-9.63854e-01	0.00000e+00	-6.56750e-03
-9.63754e-01	0.00000e+00	-6.55138e-03
-9.63654e-01	0.00000e+00	-6.53532e-03
-9.63554e-01	0.00000e+00	-6.51930e-03
-9.63454e-01	0.00000e+00	-6.50333e-03
-9.63354e-01	0.00000e+00	-6.48740e-03
-9.63254e-01	0.00000e+00	-6.47153e-03
-9.63154e-01	0.00000e+00	-6.45570e-03
-9.63054e-01	0.00000e+00	-6.43992e-03
-9.62954e-01	0.00000e+00	-6.42419e-03
-9.62855e-01	0.00000e+00	-6.40851e-03
-9.62755e-01	0.00000e+00	-6.39287e-03
-9.62655e-01	0.00000e+00	-6.37728e-03
-9.62555e-01	0.00000e+00	-6.36173e-03
-9.62455e-01	0.00000e+00	-6.34624e-03
-9.62355e-01	0.00000e+00	-6.33079e-03
-9.62255e-01	0.00000e+00	-6.31538e-03
-9.62155e-01	0.00000e+00	-6.30002e-03
-9.62055e-01	0.00000e+00	-6.28471e-03
-9.61955e-01	0.00000e+00	-6.26944e-03
-9.61855e-01	0.00000e+00	-6.25422e-03
-9.61755e-01	0.00000e+00	-6.23905e-03
-9.61655e-01	0.00000e+00	-6.22392e-03
-9.61555e-01	0.00000e+00	-6.20883e-03
-9.61455e-01	0.00000e+00	-6.19379e-03
-9.61356e-01	0.00000e+00	-6.17880e-03
-9.61256e-01	0.00000e+00	-6.16385e-03
-9.61156e-01	0.00000e+00	-6.14894e-03
-9.61056e-01	0.00000e+00	-6.13408e-03
-9.60956e-01	0.00000e+00	-6.11927e-03
-9.60856e-01	0.00000e+00	-6.10449e-03
-9.60756e-01	0.00000e+00	-6.08976e-03
-9.60656e-01	0.00000e+00	-6.07508e-03
-9.60556e-01	0.00000e+00	-6.06044e-03
-9.60456e-01	0.00000e+00	-6.04584e-03
-9.60356e-01	0.00000e+00	-6.03129e-03
-9.60256e-01	0.00000e+00	-6.01677e-03
-9.60156e-01	0.00000e+00	-6.00231e-03
-9.60056e-01	0.00000e+00	-5.98788e-03
-9.59956e-01	0.00000e+00	-5.97350e-03
-9.59856e-01	0.00000e+00	-5.95916e-03
-9.59757e-01	0.00000e+00	-5.94486e-03
-9.59657e-01	0.00000e+00	-5.93061e-03
-9.59557e-01	0.00000e+00	-5.91639e-03
-9.59457e-01	0.00000e+00	-5.90222e-03
-9.59357e-01	0.00000e+00	-5.88809e-03
-9.59257e-01	0.00000e+00	-5.87400e-03
-9.59157e-01	0.00000e+00	-5.85996e-03
-9.59057e-01	0.00000e+00	-5.84595e-03
-9.58957e-01	0.00000e+00	-5.83199e-03
-9.58857e-01	0.00000e+00	-5.81807e-03
-9.58757e-01	0.00000e+00	-5.80419e-03
-9.58657e-01	0.00000e+00	-5.79035e-03
-9.58557e-01	0.00000e+00	-5.77655e-03
-9.58457e-01	0.00000e+00	-5.76279e-03
-9.58357e-01	0.00000e+00	-5.74907e-03
-9.58257e-01	0.00000e+00	-5.73539e-03
-9.58158e-01	0.00000e+00	-5.72176e-03
-9.58058e-01	0.00000e+00	-5.70816e-03
-9.57958e-01	0.00000e+00	-5.69460e-03
-9.57858e-01	0.00000e+00	-5.68108e-03
-9.57758e-01	0.00000e+00	-5.66760e-03
-9.57658e-01	0.00000e+00	-5.65417e-03
-9.57558e-01	0.00000e+00	-5.64077e-03
-9.57458e-01	0.00000e+00	-5.62741e-03
-9.57358e-01	0.00000e+00	-5.61408e-03
-9.57258e-01	0.00000e+00	-5.60080e-03
-9.57158e-01	0.00000e+00	-5.58756e-03
-9.57058e-01	0.00000e+00	-5.57436e-03
-9.56958e-01	0.00000e+00	-5.56119e-03
-9.56858e-01	0.00000e+00	-5.54806e-03
-9.56758e-01	0.00000e+00	-5.53497e-03
-9.56659e-01	0.00000e+00	-5.52192e-03
-9.56559e-01	0.00000e+00	-5.50891e-03
-9.56459e-01	0.00000e+00	-5.49594e-03
-9.56359e-01	0.00000e+00	-5.48300e-03
-9.56259e-01	0.00000e+00	-5.47010e-03
-9.56159e-01	0.00000e+00	-5.45724e-03
-9.56059e-01	0.00000e+00	-5.44441e-03
-9.55959e-01	0.00000e+00	-5.43163e-03
-9.55859e-01	0.00000e+00	-5.41888e-03
-9.55759e-01	0.00000e+00	-5.40616e-03
-9.55659e-01	0.00000e+00	-5.39349e-03
-9.55559e-01	0.00000e+00	-5.38085e-03
-9.55459e-01	0.00000e+00	-5.36825e-03
-9.55359e-01	0.00000e+00	-5.35568e-03
-9.55259e-01	0.00000e+00	-5.34315e-03
-9.55159e-01	0.00000e+00	-5.33066e-03
-9.55060e-01	0.00000e+00	-5.31820e-03
-9.54960e-01	0.00000e+00	-5.30578e-03
-9.54860e-01	0.00000e+00	-5.29339e-03
-9.54760e-01	0.00000e+00	-5.28104e-03
-9.54660e-01	0.00000e+00	-5.26873e-03
-9.54560e-01	0.00000e+00	-5.25645e-03
-9.54460e-01	0.00000e+00	-5.24421e-03
-9.54360e-01	0.00000e+00	-5.23200e-03
-9.54260e-01	0.00000e+00	-5.21983e-03
-9.54160e-01	0.00000e+00	-5.20770e-03
-9.54060e-01	0.00000e+00	-5.19559e-03
-9.53960e-01	0.00000e+00	-5.18353e-03
-9.53860e-01	0.00000e+00	-5.17150e-03
-9.53760e-01	0.00000e+00	-5.15950e-03
-9.53660e-01	0.00000e+00	-5.14754e-03
-9.53560e-01	0.00000e+00	-5.13561e-03
-9.53461e-01	0.00000e+00	-5.12371e-03
-9.53361e-01	0.00000e+00	-5.11185e-03
-9.53261e-01	0.00000e+00	-5.10003e-03
-9.53161e-01	0.00000e+00	-5.08823e-03
-9.53061e-01	0.00000e+00	-5.07648e-03
-9.52961e-01	0.00000e+00	-5.06475e-03
-9.52861e-01	0.00000e+00	-5.05306e-03
-9.52761e-01	0.00000e+00	-5.04140e-03
-9.52661e-01	0.00000e+00	-5.02978e-03
-9.52561e-01	0.00000e+00	-5.01819e-03
-9.52461e-01	0.00000e+00	-5.00663e-03
-9.52361e-01	0.00000e+00	-4.99511e-03
-9.52261e-01	0.00000e+00	-4.98361e-03
-9.52161e-01	0.00000e+00	-4.97216e-03
-9.52061e-01	0.00000e+00	-4.96073e-03
-9.51962e-01	0.00000e+00	-4.94934e-03
-9.51862e-01	0.00000e+00	-4.93798e-03
-9.51762e-01	0.00000e+00	-4.92665e-03
-9.51662e-01	0.00000e+00	-4.91535e-03
-9.51562e-01	0.00000e+00	-4.90409e-03
-9.51462e-01	0.00000e+00	-4.89286e-03
-9.51362e-01	0.00000e+00	-4.88166e-03
-9.51262e-01	0.00000e+00	-4.87049e-03
-9.51162e-01	0.00000e+00	-4.85935e-03
-9.51062e-01	0.00000e+00	-4.84825e-03
-9.50962e-01	0.00000e+00	-4.83718e-03
-9.50862e-01	0.00000e+00	-4.82613e-03
-9.50762e-01	0.00000e+00	-4.81512e-03
-9.50662e-01	0.00000e+00	-4.80415e-03
-9.50562e-01	0.00000e+00	-4.79320e-03
-9.50462e-01	0.00000e+00	-4.78228e-03
-9.50363e-01	0.00000e+00	-4.77139e-03
-9.50263e-01	0.00000e+00	-4.76054e-03
-9.50163e-01	0.00000e+00	-4.74972e-03
-9.50063e-01	0.00000e+00	-4.73892e-03
-9.49963e-01	0.00000e+00	-4.72816e-03
-9.49863e-01	0.00000e+00	-4.71743e-03
-9.49763e-01	0.00000e+00	-4.70672e-03
-9.49663e-01	0.00000e+00	-4.69605e-03
-9.49563e-01	0.00000e+00	-4.68541e-03
-9.49463e-01	0.00000e+00	-4.67480e-03
-9.49363e-01	0.00000e+00	-4.66422e-03
-9.49263e-01	0.00000e+00	-4.65366e-03
-9.49163e-01	0.00000e+00	-4.64314e-03
-9.49063e-01	0.00000e+00	-4.63265e-03
-9.48963e-01	0.00000e+00	-4.62219e-03
-9.48863e-01	0.00000e+00	-4.61175e-03
-9.48764e-01	0.00000e+00	-4.60135e-03
-9.48664e-01	0.00000e+00	-4.59097e-03
-9.48564e-01	0.00000e+00	-4.58063e-03
-9.48464e-01	0.00000e+00	-4.57031e-03
-9.48364e-01	0.00000e+00	-4.56002e-03
-9.48264e-01	0.00000e+00	-4.54976e-03
-9.48164e-01	0.00000e+00	-4.53953e-03
-9.48064e-01	0.00000e+00	-4.52933e-03
-9.47964e-01	0.00000e+00	-4.51916e-03
-9.47864e-01	0.00000e+00	-4.50901e-03
-9.47764e-01	0.00000e+00	-4.49890e-03
-9.47664e-01	0.00000e+00	-4.48881e-03
-9.47564e-01	0.00000e+00	-4.47875e-03
-9.47464e-01	0.00000e+00	-4.46872e-03
-9.47364e-01	0.00000e+00	-4.45872e-03
-9.47265e-01	0.00000e+00	-4.44874e-03
-9.47165e-01	0.00000e+00	-4.43879e-03
-9.47065e-01	0.00000e+00	-4.42887e-03
-9.46965e-01	0.00000e+00	-4.41898e-03
-9.46865e-01	0.00000e+00	-4.40912e-03
-9.46765e-01	0.00000e+00	-4.39928e-03
-9.46665e-01	0.00000e+00	-4.38947e-03
-9.46565e-01	0.00000e+00	-4.37969e-03
-9.46465e-01	0.00000e+00	-4.36993e-03
-9.46365e-01	0.00000e+00	-4.36021e-03
