# z [mm] 	 bx [T] 	 by [T]
-9.99952e-01	0.00000e+00	6.35501e-04
-9.99902e-01	0.00000e+00	6.35583e-04
-9.99852e-01	0.00000e+00	6.35664e-04
-9.99802e-01	0.00000e+00	6.35745e-04
-9.99752e-01	0.00000e+00	6.35826e-04
-9.99702e-01	0.00000e+00	6.35908e-04
-9.99652e-01	0.00000e+00	6.35989e-04
-9.99602e-01	0.00000e+00	6.36070e-04
-9.99552e-01	0.00000e+00	6.36152e-04
-9.99502e-01	0.00000e+00	6.36233e-04
-9.99452e-01	0.00000e+00	6.36314e-04
-9.99402e-01	0.00000e+00	6.36396e-04
-9.99352e-01	0.00000e+00	6.36477e-04
-9.99302e-01	0.00000e+00	6.36558e-04
-9.99252e-01	0.00000e+00	6.36640e-04
-9.99202e-01	0.00000e+00	6.36721e-04
-9.99152e-01	0.00000e+00	6.36803e-04
-9.99103e-01	0.00000e+00	6.36884e-04
-9.99053e-01	0.00000e+00	6.36966e-04
-9.99003e-01	0.00000e+00	6.37047e-04
-9.98953e-01	0.00000e+00	6.37128e-04
-9.98903e-01	0.00000e+00	6.37210e-04
-9.98853e-01	0.00000e+00	6.37292e-04
-9.98803e-01	0.00000e+00	6.37373e-04
-9.98753e-01	0.00000e+00	6.37455e-04
-9.98703e-01	0.00000e+00	6.37536e-04
-9.98653e-01	0.00000e+00	6.37618e-04
-9.98603e-01	0.00000e+00	6.37699e-04
-9.98553e-01	0.00000e+00	6.37781e-04
-9.98503e-01	0.00000e+00	6.37863e-04
-9.98453e-01	0.00000e+00	6.37944e-04
-9.98403e-01	0.00000e+00	6.38026e-04
-9.98353e-01	0.00000e+00	6.38108e-04
-9.98303e-01	0.00000e+00	6.38190e-04
-9.98253e-01	0.00000e+00	6.38271e-04
-9.98203e-01	0.00000e+00	6.38353e-04
-9.98153e-01	0.00000e+00	6.38435e-04
-9.98103e-01	0.00000e+00	6.38517e-04
-9.98053e-01	0.00000e+00	6.38598e-04
-9.98003e-01	0.00000e+00	6.38680e-04
-9.97953e-01	0.00000e+00	6.38762e-04
-9.97903e-01	0.00000e+00	6.38844e-04
-9.97853e-01	0.00000e+00	6.38926e-04
-9.97803e-01	0.00000e+00	6.39008e-04
-9.97753e-01	0.00000e+00	6.39089e-04
-9.97704e-01	0.00000e+00	6.39171e-04
-9.97654e-01	0.00000e+00	6.39253e-04
-9.97604e-01	0.00000e+00	6.39335e-04
-9.97554e-01	0.00000e+00	6.39417e-04
-9.97504e-01	0.00000e+00	6.39499e-04
-9.97454e-01	0.00000e+00	6.39581e-04
-9.97404e-01	0.00000e+00	6.39663e-04
-9.97354e-01	0.00000e+00	6.39745e-04
-9.97304e-01	0.00000e+00	6.39827e-04
-9.97254e-01	0.00000e+00	6.39909e-04
-9.97204e-01	0.00000e+00	6.39991e-04
-9.97154e-01	0.00000e+00	6.40074e-04
-9.97104e-01	0.00000e+00	6.40156e-04
-9.97054e-01	0.00000e+00	6.40238e-04
-9.97004e-01	0.00000e+00	6.40320e-04
-9.96954e-01	0.00000e+00	6.40402e-04
-9.96904e-01	0.00000e+00	6.40484e-04
-9.96854e-01	0.00000e+00	6.40566e-04
-9.96804e-01	0.00000e+00	6.40649e-04
-9.96754e-01	0.00000e+00	6.40731e-04
-9.96704e-01	0.00000e+00	6.40813e-04
-9.96654e-01	0.00000e+00	6.40895e-04
-9.96604e-01	0.00000e+00	6.40978e-04
-9.96554e-01	0.00000e+00	6.41060e-04
-9.96504e-01	0.00000e+00	6.41142e-04
-9.96454e-01	0.00000e+00	6.41224e-04
-9.96404e-01	0.00000e+00	6.41307e-04
-9.96354e-01	0.00000e+00	6.41389e-04
-9.96304e-01	0.00000e+00	6.41472e-04
-9.96255e-01	0.00000e+00	6.41554e-04
-9.96205e-01	0.00000e+00	6.41636e-04
-9.96155e-01	0.00000e+00	6.41719e-04
-9.96105e-01	0.00000e+00	6.41801e-04
-9.96055e-01	0.00000e+00	6.41884e-04
-9.96005e-01	0.00000e+00	6.41966e-04
-9.95955e-01	0.00000e+00	6.42049e-04
-9.95905e-01	0.00000e+00	6.42131e-04
-9.95855e-01	0.00000e+00	6.42214e-04
-9.95805e-01	0.00000e+00	6.42296e-04
-9.95755e-01	0.00000e+00	6.42379e-04
-9.95705e-01	0.00000e+00	6.42461e-04
-9.95655e-01	0.00000e+00	6.42544e-04
-9.95605e-01	0.00000e+00	6.42626e-04
-9.95555e-01	0.00000e+00	6.42709e-04
-9.95505e-01	0.00000e+00	6.42792e-04
-9.95455e-01	0.00000e+00	6.42874e-04
-9.95405e-01	0.00000e+00	6.42957e-04
-9.95355e-01	0.00000e+00	6.43040e-04
-9.95305e-01	0.00000e+00	6.43122e-04
-9.95255e-01	0.00000e+00	6.43205e-04
-9.95205e-01	0.00000e+00	6.43288e-04
-9.95155e-01	0.00000e+00	6.43370e-04
-9.95105e-01	0.00000e+00	6.43453e-04
-9.95055e-01	0.00000e+00	6.43536e-04
-9.95005e-01	0.00000e+00	6.43619e-04
-9.94955e-01	0.00000e+00	6.43702e-04
-9.94905e-01	0.00000e+00	6.43784e-04
-9.94856e-01	0.00000e+00	6.43867e-04
-9.94806e-01	0.00000e+00	6.43950e-04
-9.94756e-01	0.00000e+00	6.44033e-04
-9.94706e-01	0.00000e+00	6.44116e-04
-9.94656e-01	0.00000e+00	6.44199e-04
-9.94606e-01	0.00000e+00	6.44282e-04
-9.94556e-01	0.00000e+00	6.44365e-04
-9.94506e-01	0.00000e+00	6.44448e-04
-9.94456e-01	0.00000e+00	6.44531e-04
-9.94406e-01	0.00000e+00	6.44613e-04
-9.94356e-01	0.00000e+00	6.44696e-04
-9.94306e-01	0.00000e+00	6.44780e-04
-9.94256e-01	0.00000e+00	6.44863e-04
-9.94206e-01	0.00000e+00	6.44946e-04
-9.94156e-01	0.00000e+00	6.45029e-04
-9.94106e-01	0.00000e+00	6.45112e-04
-9.94056e-01	0.00000e+00	6.45195e-04
-9.94006e-01	0.00000e+00	6.45278e-04
-9.93956e-01	0.00000e+00	6.45361e-04
-9.93906e-01	0.00000e+00	6.45444e-04
-9.93856e-01	0.00000e+00	6.45527e-04
-9.93806e-01	0.00000e+00	6.45611e-04
-9.93756e-01	0.00000e+00	6.45694e-04
-9.93706e-01	0.00000e+00	6.45777e-04
-9.93656e-01	0.00000e+00	6.45860e-04
-9.93606e-01	0.00000e+00	6.45943e-04
-9.93556e-01	0.00000e+00	6.46027e-04
-9.93506e-01	0.00000e+00	6.46110e-04
-9.93456e-01	0.00000e+00	6.46193e-04
-9.93407e-01	0.00000e+00	6.46277e-04
-9.93357e-01	0.00000e+00	6.46360e-04
-9.93307e-01	0.00000e+00	6.46443e-04
-9.93257e-01	0.00000e+00	6.46527e-04
-9.93207e-01	0.00000e+00	6.46610e-04
-9.93157e-01	0.00000e+00	6.46693e-04
-9.93107e-01	0.00000e+00	6.46777e-04
-9.93057e-01	0.00000e+00	6.46860e-04
-9.93007e-01	0.00000e+00	6.46944e-04
-9.92957e-01	0.00000e+00	6.47027e-04
-9.92907e-01	0.00000e+00	6.47111e-04
-9.92857e-01	0.00000e+00	6.47194e-04
-9.92807e-01	0.00000e+00	6.47278e-04
-9.92757e-01	0.00000e+00	6.47361e-04
-9.92707e-01	0.00000e+00	6.47445e-04
-9.92657e-01	0.00000e+00	6.47528e-04
-9.92607e-01	0.00000e+00	6.47612e-04
-9.92557e-01	0.00000e+00	6.47695e-04
-9.92507e-01	0.00000e+00	6.47779e-04
-9.92457e-01	0.00000e+00	6.47863e-04
-9.92407e-01	0.00000e+00	6.47946e-04
-9.92357e-01	0.00000e+00	6.48030e-04
-9.92307e-01	0.00000e+00	6.48113e-04
-9.92257e-01	0.00000e+00	6.48197e-04
-9.92207e-01	0.00000e+00	6.48281e-04
-9.92157e-01	0.00000e+00	6.48365e-04
-9.92107e-01	0.00000e+00	6.48448e-04
-9.92057e-01	0.00000e+00	6.48532e-04
-9.92008e-01	0.00000e+00	6.48616e-04
-9.91958e-01	0.00000e+00	6.48700e-04
-9.91908e-01	0.00000e+00	6.48783e-04
-9.91858e-01	0.00000e+00	6.48867e-04
-9.91808e-01	0.00000e+00	6.48951e-04
-9.91758e-01	0.00000e+00	6.49035e-04
-9.91708e-01	0.00000e+00	6.49119e-04
-9.91658e-01	0.00000e+00	6.49203e-04
-9.91608e-01	0.00000e+00	6.49287e-04
-9.91558e-01	0.00000e+00	6.49370e-04
-9.91508e-01	0.00000e+00	6.49454e-04
-9.91458e-01	0.00000e+00	6.49538e-04
-9.91408e-01	0.00000e+00	6.49622e-04
-9.91358e-01	0.00000e+00	6.49706e-04
-9.91308e-01	0.00000e+00	6.49790e-04
-9.91258e-01	0.00000e+00	6.49874e-04
-9.91208e-01	0.00000e+00	6.49958e-04
-9.91158e-01	0.00000e+00	6.50042e-04
-9.91108e-01	0.00000e+00	6.50126e-04
-9.91058e-01	0.00000e+00	6.50210e-04
-9.91008e-01	0.00000e+00	6.50295e-04
-9.90958e-01	0.00000e+00	6.50379e-04
-9.90908e-01	0.00000e+00	6.50463e-04
-9.90858e-01	0.00000e+00	6.50547e-04
-9.90808e-01	0.00000e+00	6.50631e-04
-9.90758e-01	0.00000e+00	6.50715e-04
-9.90708e-01	0.00000e+00	6.50799e-04
-9.90658e-01	0.00000e+00	6.50884e-04
-9.90608e-01	0.00000e+00	6.50968e-04
-9.90559e-01	0.00000e+00	6.51052e-04
-9.90509e-01	0.00000e+00	6.51136e-04
-9.90459e-01	0.00000e+00	6.51221e-04
-9.90409e-01	0.00000e+00	6.51305e-04
-9.90359e-01	0.00000e+00	6.51389e-04
-9.90309e-01	0.00000e+00	6.51473e-04
-9.90259e-01	0.00000e+00	6.51558e-04
-9.90209e-01	0.00000e+00	6.51642e-04
-9.90159e-01	0.00000e+00	6.51727e-04
-9.90109e-01	0.00000e+00	6.51811e-04
-9.90059e-01	0.00000e+00	6.51895e-04
-9.90009e-01	0.00000e+00	6.51980e-04
-9.89959e-01	0.00000e+00	6.52064e-04
-9.89909e-01	0.00000e+00	6.52149e-04
-9.89859e-01	0.00000e+00	6.52233e-04
-9.89809e-01	0.00000e+00	6.52318e-04
-9.89759e-01	0.00000e+00	6.52402e-04
-9.89709e-01	0.00000e+00	6.52487e-04
-9.89659e-01	0.00000e+00	6.52571e-04
-9.89609e-01	0.00000e+00	6.52656e-04
-9.89559e-01	0.00000e+00	6.52740e-04
-9.89509e-01	0.00000e+00	6.52825e-04
-9.89459e-01	0.00000e+00	6.52909e-04
-9.89409e-01	0.00000e+00	6.52994e-04
-9.89359e-01	0.00000e+00	6.53079e-04
-9.89309e-01	0.00000e+00	6.53163e-04
-9.89259e-01	0.00000e+00	6.53248e-04
-9.89209e-01	0.00000e+00	6.53333e-04
-9.89160e-01	0.00000e+00	6.53417e-04
-9.89110e-01	0.00000e+00	6.53502e-04
-9.89060e-01	0.00000e+00	6.53587e-04
-9.89010e-01	0.00000e+00	6.53671e-04
-9.88960e-01	0.00000e+00	6.53756e-04
-9.88910e-01	0.00000e+00	6.53841e-04
-9.88860e-01	0.00000e+00	6.53926e-04
-9.88810e-01	0.00000e+00	6.54011e-04
-9.88760e-01	0.00000e+00	6.54095e-04
-9.88710e-01	0.00000e+00	6.54180e-04
-9.88660e-01	0.00000e+00	6.54265e-04
-9.88610e-01	0.00000e+00	6.54350e-04
-9.88560e-01	0.00000e+00	6.54435e-04
-9.88510e-01	0.00000e+00	6.54520e-04
-9.88460e-01	0.00000e+00	6.54605e-04
-9.88410e-01	0.00000e+00	6.54690e-04
-9.88360e-01	0.00000e+00	6.54775e-04
-9.88310e-01	0.00000e+00	6.54859e-04
-9.88260e-01	0.00000e+00	6.54944e-04
-9.88210e-01	0.00000e+00	6.55029e-04
-9.88160e-01	0.00000e+00	6.55114e-04
-9.88110e-01	0.00000e+00	6.55200e-04
-9.88060e-01	0.00000e+00	6.55285e-04
-9.88010e-01	0.00000e+00	6.55370e-04
-9.87960e-01	0.00000e+00	6.55455e-04
-9.87910e-01	0.00000e+00	6.55540e-04
-9.87860e-01	0.00000e+00	6.55625e-04
-9.87810e-01	0.00000e+00	6.55710e-04
-9.87760e-01	0.00000e+00	6.55795e-04
-9.87711e-01	0.00000e+00	6.55880e-04
-9.87661e-01	0.00000e+00	6.55966e-04
-9.87611e-01	0.00000e+00	6.56051e-04
-9.87561e-01	0.00000e+00	6.56136e-04
-9.87511e-01	0.00000e+00	6.56221e-04
-9.87461e-01	0.00000e+00	6.56306e-04
-9.87411e-01	0.00000e+00	6.56392e-04
-9.87361e-01	0.00000e+00	6.56477e-04
-9.87311e-01	0.00000e+00	6.56562e-04
-9.87261e-01	0.00000e+00	6.56648e-04
-9.87211e-01	0.00000e+00	6.56733e-04
-9.87161e-01	0.00000e+00	6.56818e-04
-9.87111e-01	0.00000e+00	6.56904e-04
-9.87061e-01	0.00000e+00	6.56989e-04
-9.87011e-01	0.00000e+00	6.57074e-04
-9.86961e-01	0.00000e+00	6.57160e-04
-9.86911e-01	0.00000e+00	6.57245e-04
-9.86861e-01	0.00000e+00	6.57331e-04
-9.86811e-01	0.00000e+00	6.57416e-04
-9.86761e-01	0.00000e+00	6.57502e-04
-9.86711e-01	0.00000e+00	6.57587e-04
-9.86661e-01	0.00000e+00	6.57673e-04
-9.86611e-01	0.00000e+00	6.57758e-04
-9.86561e-01	0.00000e+00	6.57844e-04
-9.86511e-01	0.00000e+00	6.57929e-04
-9.86461e-01	0.00000e+00	6.58015e-04
-9.86411e-01	0.00000e+00	6.58100e-04
-9.86361e-01	0.00000e+00	6.58186e-04
-9.86312e-01	0.00000e+00	6.58272e-04
-9.86262e-01	0.00000e+00	6.58357e-04
-9.86212e-01	0.00000e+00	6.58443e-04
-9.86162e-01	0.00000e+00	6.58528e-04
-9.86112e-01	0.00000e+00	6.58614e-04
-9.86062e-01	0.00000e+00	6.58700e-04
-9.86012e-01	0.00000e+00	6.58786e-04
-9.85962e-01	0.00000e+00	6.58871e-04
-9.85912e-01	0.00000e+00	6.58957e-04
-9.85862e-01	0.00000e+00	6.59043e-04
-9.85812e-01	0.00000e+00	6.59129e-04
-9.85762e-01	0.00000e+00	6.59214e-04
-9.85712e-01	0.00000e+00	6.59300e-04
-9.85662e-01	0.00000e+00	6.59386e-04
-9.85612e-01	0.00000e+00	6.59472e-04
-9.85562e-01	0.00000e+00	6.59558e-04
-9.85512e-01	0.00000e+00	6.59644e-04
-9.85462e-01	0.00000e+00	6.59729e-04
-9.85412e-01	0.00000e+00	6.59815e-04
-9.85362e-01	0.00000e+00	6.59901e-04
-9.85312e-01	0.00000e+00	6.59987e-04
-9.85262e-01	0.00000e+00	6.60073e-04
-9.85212e-01	0.00000e+00	6.60159e-04
-9.85162e-01	0.00000e+00	6.60245e-04
-9.85112e-01	0.00000e+00	6.60331e-04
-9.85062e-01	0.00000e+00	6.60417e-04
-9.85012e-01	0.00000e+00	6.60503e-04
-9.84962e-01	0.00000e+00	6.60589e-04
-9.84912e-01	0.00000e+00	6.60675e-04
-9.84863e-01	0.00000e+00	6.60761e-04
-9.84813e-01	0.00000e+00	6.60848e-04
-9.84763e-01	0.00000e+00	6.60934e-04
-9.84713e-01	0.00000e+00	6.61020e-04
-9.84663e-01	0.00000e+00	6.61106e-04
-9.84613e-01	0.00000e+00	6.61192e-04
-9.84563e-01	0.00000e+00	6.61278e-04
-9.84513e-01	0.00000e+00	6.61365e-04
-9.84463e-01	0.00000e+00	6.61451e-04
-9.84413e-01	0.00000e+00	6.61537e-04
-9.84363e-01	0.00000e+00	6.61623e-04
-9.84313e-01	0.00000e+00	6.61710e-04
-9.84263e-01	0.00000e+00	6.61796e-04
-9.84213e-01	0.00000e+00	6.61882e-04
-9.84163e-01	0.00000e+00	6.61968e-04
-9.84113e-01	0.00000e+00	6.62055e-04
-9.84063e-01	0.00000e+00	6.62141e-04
-9.84013e-01	0.00000e+00	6.62227e-04
-9.83963e-01	0.00000e+00	6.62314e-04
-9.83913e-01	0.00000e+00	6.62400e-04
-9.83863e-01	0.00000e+00	6.62487e-04
-9.83813e-01	0.00000e+00	6.62573e-04
-9.83763e-01	0.00000e+00	6.62660e-04
-9.83713e-01	0.00000e+00	6.62746e-04
-9.83663e-01	0.00000e+00	6.62832e-04
-9.83613e-01	0.00000e+00	6.62919e-04
-9.83563e-01	0.00000e+00	6.63005e-04
-9.83513e-01	0.00000e+00	6.63092e-04
-9.83464e-01	0.00000e+00	6.63178e-04
-9.83414e-01	0.00000e+00	6.63265e-04
-9.83364e-01	0.00000e+00	6.63352e-04
-9.83314e-01	0.00000e+00	6.63438e-04
-9.83264e-01	0.00000e+00	6.63525e-04
-9.83214e-01	0.00000e+00	6.63611e-04
-9.83164e-01	0.00000e+00	6.63698e-04
-9.83114e-01	0.00000e+00	6.63785e-04
-9.83064e-01	0.00000e+00	6.63871e-04
-9.83014e-01	0.00000e+00	6.63958e-04
-9.82964e-01	0.00000e+00	6.64045e-04
-9.82914e-01	0.00000e+00	6.64132e-04
-9.82864e-01	0.00000e+00	6.64218e-04
-9.82814e-01	0.00000e+00	6.64305e-04
-9.82764e-01	0.00000e+00	6.64392e-04
-9.82714e-01	0.00000e+00	6.64479e-04
-9.82664e-01	0.00000e+00	6.64565e-04
-9.82614e-01	0.00000e+00	6.64652e-04
-9.82564e-01	0.00000e+00	6.64739e-04
-9.82514e-01	0.00000e+00	6.64826e-04
-9.82464e-01	0.00000e+00	6.64913e-04
-9.82414e-01	0.00000e+00	6.65000e-04
-9.82364e-01	0.00000e+00	6.65087e-04
-9.82314e-01	0.00000e+00	6.65174e-04
-9.82264e-01	0.00000e+00	6.65261e-04
-9.82214e-01	0.00000e+00	6.65348e-04
-9.82164e-01	0.00000e+00	6.65434e-04
-9.82114e-01	0.00000e+00	6.65521e-04
-9.82065e-01	0.00000e+00	6.65608e-04
-9.82015e-01	0.00000e+00	6.65696e-04
-9.81965e-01	0.00000e+00	6.65783e-04
-9.81915e-01	0.00000e+00	6.65870e-04
-9.81865e-01	0.00000e+00	6.65957e-04
-9.81815e-01	0.00000e+00	6.66044e-04
-9.81765e-01	0.00000e+00	6.66131e-04
-9.81715e-01	0.00000e+00	6.66218e-04
-9.81665e-01	0.00000e+00	6.66305e-04
-9.81615e-01	0.00000e+00	6.66392e-04
-9.81565e-01	0.00000e+00	6.66479e-04
-9.81515e-01	0.00000e+00	6.66567e-04
-9.81465e-01	0.00000e+00	6.66654e-04
-9.81415e-01	0.00000e+00	6.66741e-04
-9.81365e-01	0.00000e+00	6.66828e-04
-9.81315e-01	0.00000e+00	6.66915e-04
-9.81265e-01	0.00000e+00	6.67003e-04
-9.81215e-01	0.00000e+00	6.67090e-04
-9.81165e-01	0.00000e+00	6.67177e-04
-9.81115e-01	0.00000e+00	6.67264e-04
-9.81065e-01	0.00000e+00	6.67352e-04
-9.81015e-01	0.00000e+00	6.67439e-04
-9.80965e-01	0.00000e+00	6.67526e-04
-9.80915e-01	0.00000e+00	6.67613e-04
-9.80865e-01	0.00000e+00	6.67701e-04
-9.80815e-01	0.00000e+00	6.67788e-04
-9.80765e-01	0.00000e+00	6.67875e-04
-9.80715e-01	0.00000e+00	6.67963e-04
-9.80665e-01	0.00000e+00	6.68050e-04
-9.80616e-01	0.00000e+00	6.68137e-04
-9.80566e-01	0.00000e+00	6.68225e-04
-9.80516e-01	0.00000e+00	6.68312e-04
-9.80466e-01	0.00000e+00	6.68399e-04
-9.80416e-01	0.00000e+00	6.68487e-04
-9.80366e-01	0.00000e+00	6.68574e-04
-9.80316e-01	0.00000e+00	6.68662e-04
-9.80266e-01	0.00000e+00	6.68749e-04
-9.80216e-01	0.00000e+00	6.68837e-04
-9.80166e-01	0.00000e+00	6.68924e-04
-9.80116e-01	0.00000e+00	6.69012e-04
-9.80066e-01	0.00000e+00	6.69099e-04
-9.80016e-01	0.00000e+00	6.69187e-04
-9.79966e-01	0.00000e+00	6.69274e-04
-9.79916e-01	0.00000e+00	6.69362e-04
-9.79866e-01	0.00000e+00	6.69450e-04
-9.79816e-01	0.00000e+00	6.69538e-04
-9.79766e-01	0.00000e+00	6.69625e-04
-9.79716e-01	0.00000e+00	6.69713e-04
-9.79666e-01	0.00000e+00	6.69801e-04
-9.79616e-01	0.00000e+00	6.69889e-04
-9.79566e-01	0.00000e+00	6.69977e-04
-9.79516e-01	0.00000e+00	6.70065e-04
-9.79466e-01	0.00000e+00	6.70152e-04
-9.79416e-01	0.00000e+00	6.70240e-04
-9.79366e-01	0.00000e+00	6.70328e-04
-9.79316e-01	0.00000e+00	6.70416e-04
-9.79266e-01	0.00000e+00	6.70504e-04
-9.79217e-01	0.00000e+00	6.70592e-04
-9.79167e-01	0.00000e+00	6.70680e-04
-9.79117e-01	0.00000e+00	6.70768e-04
-9.79067e-01	0.00000e+00	6.70856e-04
-9.79017e-01	0.00000e+00	6.70945e-04
-9.78967e-01	0.00000e+00	6.71033e-04
-9.78917e-01	0.00000e+00	6.71121e-04
-9.78867e-01	0.00000e+00	6.71209e-04
-9.78817e-01	0.00000e+00	6.71297e-04
-9.78767e-01	0.00000e+00	6.71385e-04
-9.78717e-01	0.00000e+00	6.71473e-04
-9.78667e-01	0.00000e+00	6.71561e-04
-9.78617e-01	0.00000e+00	6.71650e-04
-9.78567e-01	0.00000e+00	6.71738e-04
-9.78517e-01	0.00000e+00	6.71826e-04
-9.78467e-01	0.00000e+00	6.71914e-04
-9.78417e-01	0.00000e+00	6.72002e-04
-9.78367e-01	0.00000e+00	6.72091e-04
-9.78317e-01	0.00000e+00	6.72179e-04
-9.78267e-01	0.00000e+00	6.72267e-04
-9.78217e-01	0.00000e+00	6.72355e-04
-9.78167e-01	0.00000e+00	6.72444e-04
-9.78117e-01	0.00000e+00	6.72532e-04
-9.78067e-01	0.00000e+00	6.72620e-04
-9.78017e-01	0.00000e+00	6.72709e-04
-9.77967e-01	0.00000e+00	6.72797e-04
-9.77917e-01	0.00000e+00	6.72885e-04
-9.77867e-01	0.00000e+00	6.72974e-04
-9.77817e-01	0.00000e+00	6.73062e-04
-9.77768e-01	0.00000e+00	6.73151e-04
-9.77718e-01	0.00000e+00	6.73239e-04
-9.77668e-01	0.00000e+00	6.73328e-04
-9.77618e-01	0.00000e+00	6.73416e-04
-9.77568e-01	0.00000e+00	6.73505e-04
-9.77518e-01	0.00000e+00	6.73593e-04
-9.77468e-01	0.00000e+00	6.73682e-04
-9.77418e-01	0.00000e+00	6.73770e-04
-9.77368e-01	0.00000e+00	6.73859e-04
-9.77318e-01	0.00000e+00	6.73947e-04
-9.77268e-01	0.00000e+00	6.74036e-04
-9.77218e-01	0.00000e+00	6.74125e-04
-9.77168e-01	0.00000e+00	6.74213e-04
-9.77118e-01	0.00000e+00	6.74302e-04
-9.77068e-01	0.00000e+00	6.74391e-04
-9.77018e-01	0.00000e+00	6.74479e-04
-9.76968e-01	0.00000e+00	6.74568e-04
-9.76918e-01	0.00000e+00	6.74657e-04
-9.76868e-01	0.00000e+00	6.74746e-04
-9.76818e-01	0.00000e+00	6.74834e-04
-9.76768e-01	0.00000e+00	6.74923e-04
-9.76718e-01	0.00000e+00	6.75012e-04
-9.76668e-01	0.00000e+00	6.75101e-04
-9.76618e-01	0.00000e+00	6.75189e-04
-9.76568e-01	0.00000e+00	6.75278e-04
-9.76518e-01	0.00000e+00	6.75367e-04
-9.76468e-01	0.00000e+00	6.75456e-04
-9.76418e-01	0.00000e+00	6.75545e-04
-9.76369e-01	0.00000e+00	6.75634e-04
-9.76319e-01	0.00000e+00	6.75723e-04
-9.76269e-01	0.00000e+00	6.75812e-04
-9.76219e-01	0.00000e+00	6.75901e-04
-9.76169e-01	0.00000e+00	6.75990e-04
-9.76119e-01	0.00000e+00	6.76078e-04
-9.76069e-01	0.00000e+00	6.76167e-04
-9.76019e-01	0.00000e+00	6.76256e-04
-9.75969e-01	0.00000e+00	6.76346e-04
-9.75919e-01	0.00000e+00	6.76435e-04
-9.75869e-01	0.00000e+00	6.76524e-04
-9.75819e-01	0.00000e+00	6.76613e-04
-9.75769e-01	0.00000e+00	6.76702e-04
-9.75719e-01	0.00000e+00	6.76791e-04
-9.75669e-01	0.00000e+00	6.76880e-04
-9.75619e-01	0.00000e+00	6.76969e-04
-9.75569e-01	0.00000e+00	6.77058e-04
-9.75519e-01	0.00000e+00	6.77147e-04
-9.75469e-01	0.00000e+00	6.77237e-04
-9.75419e-01	0.00000e+00	6.77326e-04
-9.75369e-01	0.00000e+00	6.77415e-04
-9.75319e-01	0.00000e+00	6.77504e-04
-9.75269e-01	0.00000e+00	6.77594e-04
-9.75219e-01	0.00000e+00	6.77683e-04
-9.75169e-01	0.00000e+00	6.77772e-04
-9.75119e-01	0.00000e+00	6.77861e-04
-9.75069e-01	0.00000e+00	6.77951e-04
-9.75019e-01	0.00000e+00	6.78040e-04
-9.74969e-01	0.00000e+00	6.78129e-04
-9.74920e-01	0.00000e+00	6.78219e-04
-9.74870e-01	0.00000e+00	6.78308e-04
-9.74820e-01	0.00000e+00	6.78398e-04
-9.74770e-01	0.00000e+00	6.78487e-04
-9.74720e-01	0.00000e+00	6.78576e-04
-9.74670e-01	0.00000e+00	6.78666e-04
-9.74620e-01	0.00000e+00	6.78755e-04
-9.74570e-01	0.00000e+00	6.78845e-04
-9.74520e-01	0.00000e+00	6.78934e-04
-9.74470e-01	0.00000e+00	6.79024e-04
-9.74420e-01	0.00000e+00	6.79113e-04
-9.74370e-01	0.00000e+00	6.79203e-04
-9.74320e-01	0.00000e+00	6.79292e-04
-9.74270e-01	0.00000e+00	6.79382e-04
-9.74220e-01	0.00000e+00	6.79472e-04
-9.74170e-01	0.00000e+00	6.79561e-04
-9.74120e-01	0.00000e+00	6.79651e-04
-9.74070e-01	0.00000e+00	6.79741e-04
-9.74020e-01	0.00000e+00	6.79830e-04
-9.73970e-01	0.00000e+00	6.79920e-04
-9.73920e-01	0.00000e+00	6.80009e-04
-9.73870e-01	0.00000e+00	6.80099e-04
-9.73820e-01	0.00000e+00	6.80189e-04
-9.73770e-01	0.00000e+00	6.80279e-04
-9.73720e-01	0.00000e+00	6.80368e-04
-9.73670e-01	0.00000e+00	6.80458e-04
-9.73620e-01	0.00000e+00	6.80548e-04
-9.73570e-01	0.00000e+00	6.80638e-04
-9.73521e-01	0.00000e+00	6.80727e-04
-9.73471e-01	0.00000e+00	6.80817e-04
-9.73421e-01	0.00000e+00	6.80907e-04
-9.73371e-01	0.00000e+00	6.80997e-04
-9.73321e-01	0.00000e+00	6.81087e-04
-9.73271e-01	0.00000e+00	6.81177e-04
-9.73221e-01	0.00000e+00	6.81267e-04
-9.73171e-01	0.00000e+00	6.81357e-04
-9.73121e-01	0.00000e+00	6.81447e-04
-9.73071e-01	0.00000e+00	6.81537e-04
-9.73021e-01	0.00000e+00	6.81627e-04
-9.72971e-01	0.00000e+00	6.81717e-04
-9.72921e-01	0.00000e+00	6.81807e-04
-9.72871e-01	0.00000e+00	6.81897e-04
-9.72821e-01	0.00000e+00	6.81987e-04
-9.72771e-01	0.00000e+00	6.82077e-04
-9.72721e-01	0.00000e+00	6.82167e-04
-9.72671e-01	0.00000e+00	6.82257e-04
-9.72621e-01	0.00000e+00	6.82348e-04
-9.72571e-01	0.00000e+00	6.82438e-04
-9.72521e-01	0.00000e+00	6.82528e-04
-9.72471e-01	0.00000e+00	6.82618e-04
-9.72421e-01	0.00000e+00	6.82708e-04
-9.72371e-01	0.00000e+00	6.82798e-04
-9.72321e-01	0.00000e+00	6.82889e-04
-9.72271e-01	0.00000e+00	6.82979e-04
-9.72221e-01	0.00000e+00	6.83069e-04
-9.72171e-01	0.00000e+00	6.83159e-04
-9.72121e-01	0.00000e+00	6.83249e-04
-9.72072e-01	0.00000e+00	6.83340e-04
